1030,体,Körper,body
1031,悠,gelassen,remote
1032,件,Angelegenheit,affair
1033,仕,bedienen,attend
1034,他,anderes,other
1035,伏,sich niederwerfen,prostrated
1036,伝,übermitteln,transmit
1037,仏,Buddha,Buddha
1038,休,ausruhen,rest
1039,仮,vorläufig,provisional
1040,伎,Bühnenkünstler,performing artist
1041,伯,Graf,chief
1042,俗,volkstümlich,vulgar
1043,信,Glaube,faith
1044,佳,exzellent,excellent
1045,依,abhängig,reliant
1046,例,Beispiel,example
1047,個,Individuum,individual
1048,健,gesund,healthy
1049,側,Seite,side
1050,侍,aufwarten,waiter
1051,停,anhalten,halt
1052,値,Preis,price
1053,倣,nacheifern,emulgate
1054,傲,Arroganz,arrogance
1055,倒,umstürzen,overthrow
1056,偵,auskundschaften,spy
1057,僧,buddhistischer Priester,Buddhist priest
1058,億,hundert Millionen,hundred million
1059,儀,Zeremonie,ceremony
1060,償,Wiedergutmachung,reparation
1061,仙,Einsiedler,hermit
1062,催,veranstalten,sponsor
1063,仁,Menschlichkeit,humanity
1064,侮,verachten,scorn
1065,使,benutzen,use
1066,便,Bequemlichkeit,convenience
1067,倍,doppelt,double
1068,優,liebenswürdig,tenderness
1069,伐,fällen,fell
1070,宿,Herberge,inn
1071,傷,Wunde,wound
1072,保,bewahren,protect
1073,褒,loben,praise
1074,傑,meisterhaft,greatness
1075,付,anhaften,adhere
1076,符,Zeichen,token
1077,府,Stadtpräfektur,municipality
1078,任,Verantwortung,responsibility
1079,賃,Fahrgeld,fare
1080,代,Ersatz,substitute
1081,袋,Sack,sack
1082,貸,Verleih,lend
1083,化,verwandeln,change
1084,花,Blume,flower
1085,貨,Fracht,freight
1086,傾,sich neigen,lean
1087,何,was,what
1088,荷,Gepäck,baggage
1089,俊,hochbegabt,sagacious
1090,傍,Außenstehender,bystander
1091,俺,icke,myself
1092,久,lange Zeit,long time
1093,畝,Furche,furrow
1094,囚,Häftling,captured
1095,内,innerhalb,inside
1096,丙,drittklassig,third class
1097,柄,Gestaltung,design
1098,肉,Fleisch,meat
1099,腐,verfaulen,rot
1100,座,sitzen,sit
1101,挫,verstauchen,sprain
1102,卒,Abschluss,graduate
1103,傘,Schirm,umbrella
1104,匁,monme,monme
1105,以,mittels,by means of
1106,似,ähnlich,similar
1107,併,zusammenfügen,join
1108,瓦,Ziegel,tile
1109,瓶,Flasche,flower pot
1110,宮,Shinto-Schrein,Shinto shrine
1111,営,Betrieb,occupation
1112,善,das Gute,virtuous
1113,膳,Esstischchen,dining tray
1114,年,Jahr,year
1115,夜,Nacht,night
1116,液,Flüssigkeit,fluid
1117,塚,Haufen,hillock
1118,幣,Geldschein,cash
1119,蔽,bedecken,cover over
1120,弊,Unsitte,abuse
1121,喚,kreischen,yell
1122,換,austauschen,interchange
1123,融,auflösen,dissolve
1124,施,Almosen,alms
1125,旋,Drehung,rotation
1126,遊,spielen,play
1127,旅,Reise,trip
1128,勿,ohne,not
1129,物,Ding,thing
1130,易,Leichtigkeit,easy
1131,賜,gewähren,grant
1132,尿,Urin,urine
1133,尼,Nonne,nun
1134,尻,Gesäß,buttocks
1135,泥,Schlamm,mud
1136,塀,Zaun,fence
1137,履,Fußbekleidung,footgear
1138,屋,Dach,roof
1139,握,greifen,grip
1140,屈,sich beugen,yield
1141,掘,graben,dig
1142,堀,Graben,ditch
1143,居,sich aufhalten,reside
1144,据,aufstellen,set
1145,裾,Saum,hem
1146,層,Schicht,stratum
1147,局,Behörde,bureau
1148,遅,verspäten,slow
1149,漏,Leck,leak
1150,刷,drucken,printing
1151,尺,Shaku,shaku
1152,尽,aufbrauchen,exhaust
1153,沢,Sumpf,swamp
1154,訳,übersetzen,translate
1155,択,auswählen,choose
1156,昼,tagsüber,daytime
1157,戸,Tür,door
1158,肩,Schulter,shoulder
1159,房,Büschel,tassel
1160,扇,Fächer,fan
1161,炉,Herd,hearth
1162,戻,zurückbringen,re-
1163,涙,Träne,tears
1164,雇,Anstellung,employ
1165,顧,zurückblicken,look back
1166,啓,offenbaren,disclose
1167,示,zeigen,show
1168,礼,Dank,salutation
1169,祥,verheißungsvoll,auspicious
1170,祝,feiern,celebrate
1171,福,Segen,blessing
1172,祉,Wohlfahrt,welfare
1173,社,Gesellschaft,company
1174,視,betrachten,inspection
1175,奈,Nara,Nara
1176,尉,Offizier,military officer
1177,慰,trösten,consolation
1178,款,Wohlwollen,goodwill
1179,禁,Verbot,prohibition
1180,襟,Kragen,collar
1181,宗,Religion,religion
1182,崇,verehren,adore
1183,祭,Ritual,ritual
1184,察,raten,guess
1185,擦,schrammen,grate
1186,由,beruhen auf,wherefore
1187,抽,Ziehung,pluck
1188,油,Öl,oil
1189,袖,Ärmel,sleeve
1190,宙,schwebend,mid-air
1191,届,benachrichtigen,deliver
1192,笛,Flöte,flute
1193,軸,Achse,axis
1194,甲,Panzerung,armor
1195,押,drücken,push
1196,岬,Landzunge,headland
1197,挿,einfügen,insert
1198,申,sich äußern,speaketh
1199,伸,sich recken,expand
1200,神,Gottheit,gods
1201,捜,suchen,search
1202,果,Obst,fruit
1203,菓,Naschwerk,confectionary
1204,課,Lektion,chapter
1205,裸,nackt,naked
1206,斤,Axt,ax
1207,析,auseinander nehmen,chop
1208,所,Stelle,place
1209,祈,beten,pray
1210,近,nah,near
1211,折,falten,fold
1212,哲,Philosophie,philosophy
1213,逝,ableben,departed
1214,誓,schwören,vow
1215,斬,abschlagen,chop off
1216,暫,vorübergehend,temporarily
1217,漸,allmählich,steadily
1218,断,abschneiden,severance
1219,質,Substanz,substance
1220,斥,ablehnen,reject
1221,訴,Anklage,accusation
1222,昨,gestern,yesterday
1223,詐,lügen,lie
1224,作,machen,make
1225,雪,Schnee,snow
1226,録,aufzeichnen,record
1227,剥,schälen,peel off
1228,尋,sich erkundigen,inquire
1229,急,eilig,hurry
1230,穏,Stille,calm
1231,侵,eindringen,encroach
1232,浸,eintauchen,immersed
1233,寝,sich hinlegen,lie down
1234,婦,Dame,lady
1235,掃,fegen,sweep
1236,当,treffen,hit
1237,彙,Glossar,glossary
1238,争,streiten,contend
1239,浄,sauber,clean
1240,事,Sache,matter
1241,唐,Tang-Dynastie,T'ang
1242,糖,Zucker,sugar
1243,康,Seelenfrieden,sane
1244,逮,festnehmen,apprehend
1245,伊,Italien,Italy
1246,君,du,old boy
1247,群,Herde,flock
1248,耐,-fest,-proof
1249,需,Nachfrage,demand
1250,儒,Konfuzianismus,Confucian
1251,端,Rand,edge
1252,両,beide,both
1253,満,voll,full
1254,画,Pinselstrich,brush-stroke
1255,歯,Zahn,tooth
1256,曲,biegen,bend
1257,曹,Kamerad,cadet
1258,遭,stoßen auf,encounter
1259,漕,rudern,rowing
1260,槽,Bottich,vat
1261,斗,Großer Wagen,Big Dipper
1262,料,Gebühr,fee
1263,科,Fakultät,department
1264,図,Landkarte,map
1265,用,gebrauchen,utilize
1266,庸,mäßig,comforable
1267,備,ausrüsten,equip
1268,昔,Es war einmal...,once upon a time
1269,錯,verworren,confused
1270,借,entleihen,borrow
1271,惜,schade,pity
1272,措,beiseite legen,set aside
1273,散,zerstreuen,scatter
1274,廿,zwanzig,twenty
1275,庶,gewöhnlich,commoner
1276,遮,blockieren,intercept
1277,席,Sitz,seat
1278,度,Grad,degrees
1279,渡,überqueren,transit
1280,奔,herumlaufen,bustle
1281,噴,speien,erupt
1282,墳,Grabhügel,tomb
1283,憤,empört,aroused
1284,焼,backen,bake
1285,暁,Tagesanbruch,daybreak
1286,半,Hälfte,half
1287,伴,begleiten,consort
1288,畔,Feldrain,paddy ridge
1289,判,urteilen,judgment
1290,拳,Faust,fist
1291,券,-karte,ticket
1292,巻,Rolle,scroll
1293,圏,Sphäre,sphere
1294,勝,Sieg,victory
1295,藤,Glyzinie,wisteria
1296,謄,Abschrift,facsimilie
1297,片,einseitig,one-sided
1298,版,Druckplatte,printing block
1299,之,von,of
1300,乏,knapp,destitution
1301,芝,Rasen,turf
1302,不,negativ,negative
1303,否,verneinen,negate
1304,杯,Becher,cupfuls
1305,矢,Wurfpfeil,dart
1306,矯,begradigen,rectify
1307,族,Sippe,tribe
1308,知,wissen,know
1309,智,Weisheit,wisdom
1310,挨,aufstoßen,shove
1311,矛,Hellebarde,halberd
1312,柔,sanft,tender
1313,務,Aufgabe,task
1314,霧,Nebel,fog
1315,班,Trupp,squad
1316,帰,heimkehren,homecoming
1317,弓,Bogen,bow
1318,引,ziehen,pull
1319,弔,Beileid,condolence
1320,弘,verbreiten,vast
1321,強,stark,strong
1322,弥,immer mehr,more and more
1323,弱,schwach,weak
1324,溺,ertrinken,drowning
1325,沸,sieden,seethe
1326,費,Kosten,expense
1327,第,Nr.,No.
1328,弟,jüngerer Bruder,younger brother
1329,巧,gewandt,adroit
1330,号,Chiffre,nickname
1331,朽,vermodern,decay
1332,誇,prahlen,boast
1333,顎,Kinn,chin
1334,汚,schmutzig,dirty
1335,与,erteilen,bestow
1336,写,kopieren,copy
1337,身,Leib,somebody
1338,射,schießen,shoot
1339,謝,sich entschuldigen,apologize
1340,老,alter Mann,old man
1341,考,erwägen,consider
1342,孝,Kindespflicht,filial piety
1343,教,lehren,teach
1344,拷,foltern,torture
1345,者,Person,someone
1346,煮,brodeln,boil
1347,著,auffallend,renowned
1348,箸,Essstäbchen,chopsticks
1349,署,unterschreiben,signature
1350,暑,drückend,sultry
1351,諸,allerlei,various
1352,猪,Wildschwein,boar
1353,渚,Strand,strand
1354,賭,wetten,gamble
1355,峡,Schlucht,gorge
1356,狭,eng,cramped
1357,挟,eingeklemmt,sandwiches
1358,頬,Wange,cheek
1359,追,verfolgen,chase
1360,阜,Bühl,large hill
1361,師,Meister,expert
1362,帥,Oberbefehl,commander
1363,官,Bürokrat,bureaucrat
1364,棺,Sarg,coffin
1365,管,Rohr,pipe
1366,父,Vater,father
1367,釜,Kessel,cauldron
1368,交,Umgang,mingle
1369,効,Wirkung,merit
1370,較,gegenüberstellen,contrast
1371,校,Schule,exam
1372,足,Bein,leg
1373,促,anregen,stimulate
1374,捉,erwischen,nab
1375,距,Distanz,long-distance
1376,路,Pfad,path
1377,露,Tautropfen,dew
1378,跳,hüpfen,hop
1379,躍,springen,leap
1380,践,besteigen,tread
1381,踏,betreten,step
1382,踪,Fußspuren,trail
1383,骨,Gebeine,skeleton
1384,滑,glatt,slippery
1385,髄,Mark,marrow
1386,禍,Unheil,calamity
1387,渦,Strudel,whirlpool
1388,鍋,Topf,pot
1389,過,übertreiben,overdo
1390,阪,Böschung,Heights
1391,阿,Afrika,Africa
1392,際,Gelegenheit,occasion
1393,障,hemmen,hinder
1394,隙,Spalt,chink
1395,随,folgsam,follow
1396,陪,Beisitzer,auxiliary
1397,陽,Sonnenschein,sunshine
1398,陳,Aufstellung,line up
1399,防,abwehren,ward off
1400,附,Anhang,affixed
1401,院,Inst.,Inst.
1402,陣,Feldlager,camp
1403,隊,Regiment,regiment
1404,墜,abstürzen,crash
1405,降,hinuntergehen,descend
1406,階,Stockwerk,story
1407,陛,Majestät,highness
1408,隣,nebenan,neighboring
1409,隔,isolieren,isolate
1410,隠,verbergen,conceal
1411,堕,degenerieren,degenerate
1412,陥,hineinfallen,collapse
1413,穴,Loch,hole
1414,空,leer,empty
1415,控,sich zurückhalten,withdraw
1416,突,stechen,stab
1417,究,forschen,research
1418,窒,verstopft,plug up
1419,窃,verstohlen,stealth
1420,窟,Kaverne,cavern
1421,窪,Senke,depression
1422,搾,auspressen,squeeze
1423,窯,Brennofen,kiln
1424,窮,in der Klemme,hard up
1425,探,ertasten,grope
1426,深,tief,deep
1427,丘,Hügel,hill
1428,岳,Bergspitze,Point
1429,兵,Soldat,soldier
1430,浜,Küste,seacoast
1431,糸,Faden,thread
1432,織,weben,weave
1433,繕,ausbessern,darning
1434,縮,schrumpfen,shrink
1435,繁,üppig,luxuriant
1436,縦,senkrecht,vertical
1437,緻,minutiös,fine
1438,線,Linie,line
1439,綻,Zusammenbruch,come apart at the seams
1440,締,zuschnüren,tighten
1441,維,Faser,fiber
1442,羅,Seidengaze,gauze
1443,練,üben,practice
1444,緒,Schnurende,thong
1445,続,fortsetzen,continue
1446,絵,Bild,picture
1447,統,vereinen,overall
1448,絞,wringen,strangle
1449,給,Gehalt,salary
1450,絡,sich verflechten,entwine
1451,結,binden,tie
1452,終,Ende,end
1453,級,Klasse,class
1454,紀,Chronik,chronicle
1455,紅,knallrot,crimson
1456,納,einzahlen,settlement
1457,紡,spinnen,spinning
1458,紛,ablenken,distract
1459,紹,vorstellen,introduce
1460,経,Sutra,sutra
1461,紳,Gentleman,sire
1462,約,Versprechen,promise
1463,細,fein,dainty
1464,累,anhäufen,accumulate
1465,索,Seil,cord
1466,総,General-,general
1467,綿,Baumwolle,cotton
1468,絹,Seide,silk
1469,繰,aufwinden,winding
1470,継,erben,inherit
1471,緑,grün,green
1472,縁,Beziehung,affinity
1473,網,Netz,netting
1474,緊,angespannt,tense
1475,紫,violett,purple
1476,縛,Fesseln,truss
1477,縄,Strohseil,straw rope
1478,幼,Kindheit,infancy
1479,後,hinter,behind
1480,幽,undeutlich,faint
1481,幾,wie viel,how many
1482,機,Mechanismus,mechanism
1483,畿,Vororte der Hauptstadt,capital suburbs
1484,玄,mysteriös,mysterious
1485,畜,Vieh,livestock
1486,蓄,speichern,amass
1487,弦,Bogensehne,bowstring
1488,擁,umarmen,hug
1489,滋,nahrhaft,nourishing
1490,慈,Mildtätigkeit,mercy
1491,磁,Magnet,magnet
1492,系,Stammbaum,lineage
1493,係,zuständig,person in charge
1494,孫,Enkel,grandchild
1495,懸,Aufhängung,suspend
1496,遜,anspruchslos,modest
1497,却,stattdessen,instead
1498,脚,Schienbein,shins
1499,卸,Großhandel,wholesale
1500,御,ehrwürdig,honorable
1501,服,Kleidung,clothing
1502,命,Schicksal,fate
1503,令,Befehl,orders
1504,零,Null,zero
1505,齢,Alter,age
1506,冷,kühl,cool
1507,領,Hoheitsgebiet,jurisdiction
1508,鈴,Glöckchen,small bell
1509,勇,Mut,courage
1510,湧,aufwallen,bubble up
1511,通,Verkehr,traffic
1512,踊,tanzen,jump
1513,疑,zweifeln,doubt
1514,擬,nachahmen,mimic
1515,凝,erstarren,congeal
1516,範,Muster,pattern
1517,犯,Verbrechen,crime
1518,氾,weitreichend,widespread
1519,厄,Unglück,unlucky
1520,危,gefährlich,dangerous
1521,宛,Adresse,address
1522,腕,Arm,arm
1523,苑,Lustgarten,garden
1524,怨,Groll,grudge
1525,柳,Weidenbaum,willow
1526,卵,Ei,egg
1527,留,bleiben,detain
1528,瑠,azurblau,marine blue
1529,貿,Kommerz,trade
1530,印,Stempel,stamp
1531,臼,Mörser,mortar
1532,毀,kaputt machen,break
1533,興,Unterhaltung,entertain
1534,酉,Zeichen des Hahns,sign of the bird
1535,酒,Sake,sake
1536,酌,einschenken,bartending
1537,酎,Schnaps,hooch
1538,酵,Gärung,fermentation
1539,酷,grausam,cruel
1540,酬,Vergeltung,repay
1541,酪,Molkereiprodukte,dairy products
1542,酢,Essig,vinegar
1543,酔,betrunken,drunk
1544,配,zuteilen,distribute
1545,酸,Säure,acid
1546,猶,aufschieben,waver
1547,尊,achten,revered
1548,豆,Bohne,beans
1549,頭,Kopf,head
1550,短,kurz,short
1551,豊,reichlich,bountiful
1552,鼓,Trommel,drum
1553,喜,fröhlich,rejoice
1554,樹,Gehölz,timber-trees
1555,皿,Schale,dish
1556,血,Blut,blood
1557,盆,Tablett,basin
1558,盟,Bündnis,alliance
1559,盗,stehlen,steal
1560,温,warm,warm
1561,蓋,Deckel,lid
1562,監,überwachen,oversee
1563,濫,überlaufen,overflow
1564,鑑,Vorbild,specimen
1565,藍,Indigo,indigo
1566,猛,wild,fierce
1567,盛,Blütezeit,bloom
1568,塩,Salz,salt
1569,銀,Silber,silver
1570,恨,übel nehmen,resentment
1571,根,Wurzel,root
1572,即,sofort,instant
1573,爵,Baron,baron
1574,節,Knotenpunkt,node
1575,退,zurückweichen,retreat
1576,限,begrenzen,limit
1577,眼,Augapfel,eyeball
1578,良,gut,good
1579,朗,heiter,melodious
1580,浪,Wogen,wandering
1581,娘,Tochter,daughter
1582,食,essen,eat
1583,飯,Mahlzeit,meal
1584,飲,trinken,drink
1585,飢,hungrig,hungry
1586,餓,verhungern,starve
1587,飾,schmücken,decorate
1588,餌,Futter,feed
1589,館,Gebäude,Bldg.
1590,餅,Mochi,mochi
1591,養,ernähren,foster
1592,飽,satt,sated
1593,既,bereits,previously
1594,概,ungefähr,outline
1595,慨,wehmütig,rue
1596,平,flach,even
1597,呼,rufen,call
1598,坪,Tsubo,two-mat area
1599,評,bewerten,evaluate
1600,刈,mähen,reap
1601,刹,Moment,moment
1602,希,Hoffnung,hope
1603,凶,Schurke,villain
1604,胸,Brust,bosom
1605,離,entfernen,detach
1606,璃,Lapislazuli,crystal
1607,殺,töten,kill
1608,爽,erquickend,bracing
1609,純,echt,genuine
1610,頓,plötzlich,immediate
1611,鈍,stumpf,dull
1612,辛,würzig,spicy
1613,辞,abdanken,resign
1614,梓,Katalpa,catalpa
1615,宰,Anführer,superintend
1616,壁,Mauer,wall
1617,璧,durchtriebener Edelstein,holed gem
1618,避,vermeiden,evade
1619,新,neu,new
1620,薪,Brennholz,firewood
1621,親,Eltern,parent
1622,幸,glücklich,happiness
1623,執,beharrlich,tenacious
1624,摯,umklammern,clasp
1625,報,Meldung,report
1626,叫,schreien,shout
1627,糾,drehen und wenden,twist
1628,収,einnehmen,income
1629,卑,gemein,fowly
1630,碑,Grabstein,tombstone
1631,陸,Festland,land
1632,睦,intim,intimate
1633,勢,Macht,forces
1634,熱,Hitze,heat
1635,菱,Rhombus,diamond
1636,陵,Mausoleum,mausoleum
1637,亥,Zeichen des Wildschweines,sign of the hog
1638,核,Kern,nucleus
1639,刻,schnitzen,engrave
1640,該,betreffend,above-stated
1641,骸,sterbliche Überreste,remains
1642,劾,Verbrechensaufklärung,censure
1643,述,erwähnen,mention
1644,術,Fertigkeit,art
1645,寒,kalt,cold
1646,塞,aufstauen,block up
1647,醸,brauen,brew
1648,譲,Abtretung,defer
1649,壌,Grundstück,lot
1650,嬢,Mädchen,lass
1651,毒,Gift,poison
1652,素,elementar,elementary
1653,麦,Gerste,barley
1654,青,blau,blue
1655,精,raffiniert,refined
1656,請,bitten,solicit
1657,情,Sympathie,feelings
1658,晴,aufklaren,clear up
1659,清,rein,pure
1660,静,Stillstand,quiet
1661,責,zur Rechenschaft ziehen,blame
1662,績,Errungenschaft,exploits
1663,積,stapeln,volume
1664,債,Schuldschein,bond
1665,漬,einmachen,pickling
1666,表,Vorderseite,surface
1667,俵,Strohsäcke,bag
1668,潔,unbeschmutzt,undefiled
1669,契,geloben,pledge
1670,喫,verzehren,consume
1671,害,beschädigen,harm
1672,轄,kontrollieren,control
1673,割,Anteil,proportion
1674,憲,Verfassung,constitution
1675,生,Leben,life
1676,星,Stern,star
1677,醒,aufwecken,awakening
1678,姓,Nachname,surname
1679,性,Geschlecht,sex
1680,牲,Tieropfer,animal sacrifice
1681,産,Produktion,products
1682,隆,Erhebung,hump
1683,峰,Gipfel,summit
1684,蜂,Biene,bee
1685,縫,nähen,sew
1686,拝,anbeten,worship
1687,寿,Langlebigkeit,longevity
1688,鋳,Metallguss,casting
1689,籍,registriert,enroll
1690,春,Frühling,springtime
1691,椿,Kamelie,camellia
1692,泰,friedlich,peaceful
1693,奏,musizieren,play music
1694,実,Wirklichkeit,reality
1695,奉,widmen,dedicate
1696,俸,Lohn,stipend
1697,棒,Stange,rod
1698,謹,ergebenst,discreet
1699,僅,lediglich,trifle
1700,勤,emsig,diligent
1701,漢,chinesisch,Sino-
1702,嘆,seufzen,sigh
1703,難,schwierig,difficult
1704,華,prachtvoll,splendor
1705,垂,baumeln,droop
1706,唾,Speichel,saliva
1707,睡,Schlummer,drowsy
1708,錘,Spindel,spindle
1709,乗,fahren,ride
1710,剰,Überschuss,surplus
1711,今,jetzt,now
1712,含,umfassen,include
1713,貪,gieren,covet
1714,吟,vortragen,versify
1715,念,Gedanke,wish
1716,捻,zwirbeln,wrench
1717,琴,Koto-Harfe,harp
1718,陰,Finsternis,shade
1719,予,vorher,beforehand
1720,序,Vorwort,preface
1721,預,aufbewahren,deposit
1722,野,Feldflur,plains
1723,兼,gleichzeitig,concurrently
1724,嫌,verabscheuen,dislike
1725,鎌,Sichel,sickle
1726,謙,Demut,self-effacing
1727,廉,billig,bargain
1728,西,Westen,west
1729,価,Wert,value
1730,要,benötigen,need
1731,腰,Lenden,loins
1732,票,Stimmzettel,ballot
1733,漂,vorüberziehen,drift
1734,標,Markierungspfosten,singpost
1735,栗,Kastanie,chestnut
1736,慄,schaudern,shudder
1737,遷,Übergang,transition
1738,覆,kentern,capsize
1739,煙,Rauch,smoke
1740,南,Süden,south
1741,楠,Kampferbaum,camphor tree
1742,献,spenden,offering
1743,門,Tor,gates
1744,問,Frage,question
1745,閲,inspizieren,review
1746,閥,Clique,clique
1747,間,Zwischenraum,interval
1748,闇,düster,pitch dark
1749,簡,bündig,simplicity
1750,開,öffnen,open
1751,閉,schließen,closed
1752,閣,Turm,tower
1753,閑,Muße,leisure
1754,聞,hören,hear
1755,潤,nass,wet
1756,欄,Kolumne,column
1757,闘,kämpfen,fight
1758,倉,Magazin,godown
1759,創,Schöpfung,genesis
1760,非,un-,un-
1761,俳,Haiku,haiku
1762,排,ausstoßen,repudiate
1763,悲,traurig,sad
1764,罪,Schuld,guilt
1765,輩,Genosse,comrade
1766,扉,Vordertür,front door
1767,侯,Marquis,marquis
1768,喉,Kehle,throat
1769,候,Klima,climate
1770,決,entscheiden,decide
1771,快,angenehm,cheerful
1772,偉,bedeutend,admirable
1773,違,abweichend,difference
1774,緯,Breitengrad,horizontal
1775,衛,verteidigen,defense
1776,韓,Korea,Korea
1777,干,trocknen,dry
1778,肝,Leber,liver
1779,刊,veröffentlichen,publish
1780,汗,Schweiß,sweat
1781,軒,Häuser,flats
1782,岸,Ufer,beach
1783,幹,Baumstamm,tree trunk
1784,芋,Kartoffel,potato
1785,宇,Dachvorsprung,eaves
1786,余,allzu,too much
1787,除,ausschließen,exclude
1788,徐,langsam,gradually
1789,叙,schildern,confer
1790,途,unterwegs,route
1791,斜,diagonal,diagonal
1792,塗,bemalen,paint
1793,束,Bündel,bundle
1794,頼,Vertrauen,trust
1795,瀬,Stromschnellen,rapids
1796,勅,kaiserlicher Befehl,imperial order
1797,疎,Entfremdung,alienate
1798,辣,bitter,bitter
1799,速,schnell,quick
1800,整,regulieren,organizer
1801,剣,Säbel,saber
1802,険,steil,precipitous
1803,検,Beschau,examination
1804,倹,sparsam,frugal
1805,重,schwer,heavy
1806,動,bewegen,move
1807,腫,Tumor,tumor
1808,勲,Großtat,meritorious deed
1809,働,arbeiten,work
1810,種,Art,species
1811,衝,zusammenstoßen,collide
1812,薫,duften,fragrant
1813,病,krank,ill
1814,痴,dumm,stupid
1815,痘,Pocken,pox
1816,症,Symptome,symptoms
1817,瘍,Geschwür,carbuncle
1818,痩,abmagern,lose weight
1819,疾,geschwind,rapidly
1820,嫉,missgünstig,envy
1821,痢,Durchfall,diarrhea
1822,痕,Narbe,scar
1823,疲,müde,tired
1824,疫,Epidemie,epidemic
1825,痛,Schmerz,pain
1826,癖,Eigenart,mannerism
1827,匿,verstecken,hide
1828,匠,Zimmermann,artisan
1829,医,Arzt,doctor
1830,匹,ebenbürtig,equal
1831,区,Distrikt,ward
1832,枢,Angelpunkt,hinge
1833,殴,prügeln,assault
1834,欧,Europa,Europe
1835,抑,unterdrücken,repress
1836,仰,aufblicken,faceup
1837,迎,willkommen heißen,welcome
1838,登,erklimmen,ascend
1839,澄,klar,lucidity
1840,発,hervorbringen,discharge
1841,廃,abgeschafft,abolish
1842,僚,Kollege,colleague
1843,瞭,offensichtlich,obvious
1844,寮,Wohnheim,dormitory
1845,療,therapieren,heal
1846,彫,bildhauern,carve
1847,形,Form,shape
1848,影,Schatten,shadow
1849,杉,Zeder,cedar
1850,彩,kolorieren,coloring
1851,彰,deutlich,patent
1852,彦,Knabe,lad
1853,顔,Gesicht,face
1854,須,müssen,ought
1855,膨,schwellen,swell
1856,参,aufsuchen,visit
1857,惨,elend,wretched
1858,修,sich beherschen,discipline
1859,珍,selten,rare
1860,診,Diagnose,checkup
1861,文,Text,sentence
1862,対,gegen,vis-a-vis
1863,紋,Familienwappen,family crest
1864,蚊,Mücke,mosquito
1865,斑,gesprenkelt,speckled
1866,斉,gleichmäßig,adjusted
1867,剤,Mittel,dose
1868,済,beenden,finish
1869,斎,rituelle Reinigung,purification
1870,粛,feierlich,solemn
1871,塁,Baseball-Mal,bases
1872,楽,Musik,music
1873,薬,Arznei,medicine
1874,率,Rate,ratio
1875,渋,herb,astringent
1876,摂,in sich aufnehmen,vicarious
1877,央,Zentrum,center
1878,英,England,England
1879,映,reflektieren,reflect
1880,赤,rot,red
1881,赦,vergeben,pardon
1882,変,anders,unusual
1883,跡,Spuren,tracks
1884,蛮,Barbar,barbarian
1885,恋,Liebschaft,romance
1886,湾,Meerbusen,gulf
1887,黄,gelb,yellow
1888,横,waagerecht,sideways
1889,把,fassen,grasp
1890,色,Farbton,color
1891,絶,unterbrechen,discontinue
1892,艶,glänzend,glossy
1893,肥,Dünger,fertilizer
1894,甘,süß,sweet
1895,紺,dunkelblau,navy blue
1896,某,soundso,so-and-so
1897,謀,Intrige,conspire
1898,媒,Vermittler,mediator
1899,欺,Betrug,deceit
1900,棋,Shogi,chess piece
1901,旗,Flagge,national flag
1902,期,Periode,period
1903,碁,Go,Go
1904,基,Fundament,fundamentals
1905,甚,ungemein,tremendously
1906,勘,Intuition,intuition
1907,堪,aushalten,withstand
1908,貴,wertvoll,precious
1909,遺,hinterlassen,bequeath
1910,遣,schicken,dispatch
1911,潰,zu Schrott verarbeiten,defile
1912,舞,Reigen,dance
1913,無,nichts,nothingness
1914,組,Zusammensetzung,association
1915,粗,rau,coarse
1916,租,Zehnt,tariff
1917,狙,zielen,aim at
1918,祖,Vorfahre,ancestor
1919,阻,vereiteln,thwart
1920,査,untersuchen,investigate
1921,助,helfen,help
1922,宜,schöne Grüße,best regards
1923,畳,Tatami-Matten,tatami mat
1924,並,Reihe,row
1925,普,universal,universal
1926,譜,Noten,musical score
1927,湿,feucht,damp
1928,顕,offenkundig,appear
1929,繊,dünn,slender
1930,霊,geistlich,spirits
1931,業,Gewerbe,profession
1932,撲,hauen,slap
1933,僕,meiner einer,me
1934,共,zusammen,together
1935,供,darbringen,submit
1936,異,ungewöhnlich,uncommon
1937,翼,Flügel,wing
1938,戴,demütig entgegennehmen,accept humbly
1939,洪,Überschwemmung,deluge
1940,港,Hafen,harbor
1941,暴,toben,outburst
1942,爆,explodieren,bomb
1943,恭,respektvoll,respect
1944,選,Auslese,elect
1945,殿,Hr.,Mr.
1946,井,Brunnen,well
1947,丼,Donburi,donburi
1948,囲,umringen,surround
1949,耕,das Feld bestellen,till
1950,亜,Asien,Asia
1951,悪,schlecht,bad
1952,円,Kreis,circle
1953,角,Winkel,angle
1954,触,Kontakt,contact
1955,解,entwirren,unravel
1956,再,wieder,again
1957,講,Vorlesung,lecture
1958,購,abonnieren,subscription
1959,構,Haltung,posture
1960,溝,Rinnstein,gutter
1961,論,Argument,argument
1962,倫,Ethik,ethics
1963,輪,Rad,wheel
1964,偏,parteiisch,partial
1965,遍,überall,everywhere
1966,編,Zusammenstellung,compilation
1967,冊,Buchband,tome
1968,柵,Palisade,palisade
1969,典,Kodex,code
1970,氏,Familienname,family name
1971,紙,Papier,paper
1972,婚,Heirat,marriage
1973,低,niedrig,lower
1974,抵,widerstehen,resist
1975,底,Boden,bottom
1976,民,Volk,people
1977,眠,schlafen,sleep
